"...1","Model","Intercept_CO2","TIME_CO2","TIME_CO2_pvalue","Intercept_CH4","TIME_CH4","TIME_CH4_pvalue","Date","TimeLog","JarID","Time","T.Air","A.Pressure","Volume","Area","Label","STAGE_1","STAGE_2","STAGE_3","PRE_WET","three_min","one_hour","four_hour","eight_hour","tweny_four_hour","TIME_CO2_mol_per_mol_per_s","TIME_CH4_mol_per_mol_per_s","finalC02_flux","finalCH4_flux","finalC02_flux_byarea","finalCH4_flux_byarea"
320,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160000_14",-8730.996236,0.16083093,2.07300350345951e-98,1769.272553,0.003268973,8.070187064647e-24,"7/29/24","160000","14","16H 0M 0S",31.36,766,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,"25-20",NA,NA,1.6083093e-07,3.268973e-09,1.03802679935113e-09,2.10984390897651e-11,3.73256670029174e-11,7.58663757273106e-13
321,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160300_15",-8553.505992,0.157802337,1.34139286059815e-96,1741.915096,0.003737844,4.27503323795809e-22,"7/29/24","160300","15","16H 3M 0S",31.36,766,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,"25-20",NA,NA,1.57802337e-07,3.737844e-09,1.0184798086179e-09,2.41246024243834e-11,3.66227906730636e-11,8.67479411160856e-13
322,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161000_25",-9872.812326,0.179336579,7.55958075203323e-99,1744.932406,0.003683155,2.01622440090047e-26,"7/29/24","161000","25","16H 10M 0S",31.36,766,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,"35-50",NA,NA,1.79336579e-07,3.683155e-09,1.15746501687176e-09,2.37716314651922e-11,4.16204608727711e-11,8.54787179618561e-13
323,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161300_21",-6027.303759,0.11217632,1.30098417732594e-102,1636.381496,0.005523146,2.36584962442703e-39,"7/29/24","161300","21","16H 13M 0S",31.36,766,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,"35-50",NA,NA,1.1217632e-07,5.523146e-09,7.24002692843898e-10,3.56472076902684e-11,2.60338976211398e-11,1.28181257426352e-12
324,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161600_27",-11649.38543,0.207782923,1.47103905379961e-135,1694.351069,0.004514987,6.6717861692248e-31,"7/29/24","161600","27","16H 16M 0S",31.36,766,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,"35-20",NA,NA,2.07782923e-07,4.514987e-09,1.3410619619094e-09,2.91403992050657e-11,4.82222927691261e-11,1.04783887828356e-12
325,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161900_19",-7961.20456,0.14409274,2.16967823424323e-117,1039.290736,0.015670228,5.07743252547404e-68,"7/29/24","161900","19","16H 19M 0S",31.36,766,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,"35-20",NA,NA,1.4409274e-07,1.5670228e-08,9.29996025714301e-10,1.01137987674028e-10,3.34410652899785e-11,3.63674892750911e-12
326,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162300_20",-5314.560482,0.09923431,1.69763569372347e-101,1814.947679,0.002477389,1.36198822590115e-13,"7/29/24","162300","20","16H 23M 0S",31.36,766,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,"35-90",NA,NA,9.923431e-08,2.477389e-09,6.40473030872346e-10,1.59894379421776e-11,2.30303139472257e-11,5.74952820646443e-13
327,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162700_31",-19672.20479,0.342479217,6.02018631139703e-107,1603.12025,0.006041881,1.00085349675828e-44,"7/29/24","162700","31","16H 27M 0S",31.36,766,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,"35-90",NA,NA,3.42479217e-07,6.041881e-09,2.21041192429088e-09,3.89952007147532e-11,7.94826294243395e-11,1.40220067295049e-12
328,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163100_32",-17085.99677,0.298507754,7.1847880028274e-86,1698.537636,0.004421504,4.69543783517594e-32,"7/29/24","163100","32","16H 31M 0S",31.36,766,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,"35-20",NA,NA,2.98507754e-07,4.421504e-09,1.92661354669848e-09,2.85370459863549e-11,6.92777255195427e-11,1.02614332924685e-12
329,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163400_33",-27120.79069,0.465497173,2.77837329929724e-78,1683.026881,0.004670694,5.09978074237632e-34,"7/29/24","163400","33","16H 34M 0S",31.36,766,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,"35-90",NA,NA,4.65497173e-07,4.670694e-09,3.00438815218062e-09,3.01453553963068e-11,1.08032655598009e-10,1.08397538282297e-12
330,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163800_26",-6013.77682,0.10975234,3.27445994970867e-87,1766.139528,0.003212599,1.74365823859627e-16,"7/29/24","163800","26","16H 38M 0S",31.36,766,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,"35-50",NA,NA,1.0975234e-07,3.212599e-09,7.08357964550086e-10,2.07345928893693e-11,2.54713399694385e-11,7.45580470671316e-13
331,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193100_01",-6201.367519,0.095994509,3.13695232502505e-79,1471.052752,0.007312277,3.62842276155367e-38,"7/29/24","193100","01","19H 31M 0S",26.86,766,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,NA,"25-90",NA,9.5994509e-08,7.312277e-09,6.28856005531809e-10,4.790242018491e-11,2.26125855998493e-11,1.72248903937109e-12
332,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193500_02",-8983.543856,0.135269618,1.2625903492369e-121,2206.644012,-0.003200901,1.98371481322313e-21,"7/29/24","193500","02","19H 35M 0S",26.86,766,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,NA,"25-90",NA,1.35269618e-07,-3.200901e-09,8.86145598653916e-10,-2.09689683079974e-11,3.1864278987915e-11,-7.54008209564812e-13
333,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193800_03",-4850.056928,0.076736793,1.39181293530177e-94,1739.565905,0.00339104,1.19558749664381e-23,"7/29/24","193800","03","19H 38M 0S",26.86,766,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,NA,"25-90",NA,7.6736793e-08,3.39104e-09,5.02699515066026e-10,2.22145609286734e-11,1.80762141339815e-11,7.98797588229896e-13
334,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194100_07",-6432.200838,0.099304926,5.03960632951427e-78,1736.421459,0.003615446,4.8147563318324e-22,"7/29/24","194100","07","19H 41M 0S",26.86,766,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,NA,"25-50",NA,9.9304926e-08,3.615446e-09,6.50542408566223e-10,2.36846352302917e-11,2.33923915342043e-11,8.51658943915561e-13
335,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194400_08",-7290.424663,0.111041905,4.84863746760896e-93,1728.58231,0.003486994,2.28505545149399e-23,"7/29/24","194400","08","19H 44M 0S",26.86,766,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,NA,"25-50",NA,1.11041905e-07,3.486994e-09,7.27430866123214e-10,2.28431515614439e-11,2.61571688645528e-11,8.21400631479463e-13
336,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194800_09",-6259.225395,0.095996332,1.62175424624737e-89,1754.293281,0.003230576,4.19662190934895e-18,"7/29/24","194800","09","19H 48M 0S",26.86,766,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,NA,"25-50",NA,9.5996332e-08,3.230576e-09,6.28867947928411e-10,2.11633679893808e-11,2.26130150279903e-11,7.60998489370041e-13
337,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195100_13",-21777.80932,0.312793768,1.87013703680327e-101,4434.677372,-0.020443261,2.05002672715533e-80,"7/29/24","195100","13","19H 51M 0S",26.86,766,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,NA,"25-20",NA,3.12793768e-07,-2.0443261e-08,2.04909886564161e-09,-1.33922946077095e-10,7.36820879410864e-11,-4.81563991647232e-12
338,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195400_14",-12361.62058,0.181048374,6.75294850953681e-98,1298.364173,0.01045476,1.9504889390354e-62,"7/29/24","195400","14","19H 54M 0S",26.86,766,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,NA,"25-20",NA,1.81048374e-07,1.045476e-08,1.18604031071891e-09,6.84886946230824e-11,4.26479795296263e-11,2.46273623240138e-12
339,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195800_15",-13286.64989,0.192720627,8.58208018954923e-106,1615.087324,0.00532283,3.54828050579084e-30,"7/29/24","195800","15","19H 58M 0S",26.86,766,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,NA,"25-20",NA,1.92720627e-07,5.32283e-09,1.26250475096243e-09,3.48696362614333e-11,4.53975099231366e-11,1.25385243658516e-12
340,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200200_25",-14217.57937,0.205112616,8.69407857052313e-97,1630.131479,0.004973283,2.13595991620793e-30,"7/29/24","200200","25","20H 2M 0S",26.86,766,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,NA,"35-50",NA,2.05112616e-07,4.973283e-09,1.34368415157934e-09,3.257976851321e-11,4.83165822214792e-11,1.17151271172995e-12
341,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200600_26",-11141.85116,0.161899498,4.67960848726191e-98,1585.659811,0.005435512,2.70517004692835e-33,"7/29/24","200600","26","20H 6M 0S",26.86,766,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,NA,"35-50",NA,1.61899498e-07,5.435512e-09,1.06059682653187e-09,3.56078113211685e-11,3.81372465491504e-11,1.28039594826208e-12
342,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200900_32",-30675.25736,0.431263184,6.63619784981334e-92,1614.453975,0.004945526,1.42321765263644e-34,"7/29/24","200900","32","20H 9M 0S",26.86,766,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,NA,"35-20",NA,4.31263184e-07,4.945526e-09,2.82518704505452e-09,3.23979335694473e-11,1.01588890508972e-10,1.16497423838358e-12
343,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201500_33",-41864.66219,0.583199302,2.99472462111852e-103,1462.876462,0.00700272,4.37583854880074e-47,"7/29/24","201500","33","20H 15M 0S",26.86,766,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,NA,"35-20",NA,5.83199302e-07,7.00272e-09,3.82051418675061e-09,4.58745252507902e-11,1.37379150907969e-10,1.64956940851457e-12
344,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201900_21",-11239.6841,0.161102177,4.78704784361981e-115,1404.644545,0.007775336,8.90945546187522e-55,"7/29/24","201900","21","20H 19M 0S",26.86,766,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,NA,"35-90",NA,1.61102177e-07,7.775336e-09,1.05537361007491e-09,5.0935900288085e-11,3.79494286254912e-11,1.83156779173265e-12
345,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202200_20",-11038.30423,0.158575994,3.19305426737415e-122,1770.64744,0.003091028,1.29332460225243e-21,"7/29/24","202200","20","20H 22M 0S",26.86,766,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,NA,"35-90",NA,1.58575994e-07,3.091028e-09,1.03882469110891e-09,2.02491948895429e-11,3.73543578248438e-11,7.28126389411826e-13
346,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202500_31",-38932.03108,0.538232807,1.37333100061691e-101,1391.987222,0.008215079,6.86188061309651e-50,"7/29/24","202500","31","20H 25M 0S",26.86,766,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,NA,"35-20",NA,5.38232807e-07,8.215079e-09,3.52594056245648e-09,5.38166382523843e-11,1.26786787574846e-10,1.9351541982159e-12
347,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202900_19",-19560.93957,0.273063776,8.70502043665318e-135,-76.9174246,0.028264958,2.13731807317849e-111,"7/29/24","202900","19","20H 29M 0S",26.86,766,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,NA,"35-90",NA,2.73063776e-07,2.8264958e-08,1.78882935304969e-09,1.85162555333288e-10,6.43232417493596e-11,6.65812856286546e-12
348,"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T203200_27",-20710.30649,0.287812541,2.25936422635383e-131,1481.399283,0.007055657,1.36413505131143e-48,"7/29/24","203200","27","20H 32M 0S",26.86,766,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,NA,"35-50",NA,2.87812541e-07,7.055657e-09,1.88544789447509e-09,4.62213133193123e-11,6.77974791253179e-11,1.66203931389113e-12
349,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T093700_08",-46257.43644,1.353120662,6.25927355582363e-115,1456.726948,0.015373388,1.27791839212043e-63,"7/29/24","093700","08","9H 37M 0S",30.23,766,160,27.8,"25-50",NA,NA,NA,"25-50",NA,NA,NA,NA,NA,1.353120662e-06,1.5373388e-08,8.76577120267357e-09,9.9591710926019e-11,3.1520212882681e-10,3.58114746228044e-12
350,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094000_14",-9576.781305,0.290797225,2.76372882551281e-91,1981.571157,0.000842176,0.482946872,"7/29/24","094000","14","9H 40M 0S",30.23,766,160,27.8,"25-20",NA,NA,NA,"25-20",NA,NA,NA,NA,NA,2.90797225e-07,8.42176e-10,1.88383934434547e-09,5.45577518376762e-12,6.77396384158745e-11,1.96180337424222e-13
351,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094600_13",-9936.209205,0.297832582,4.97131378786114e-83,1807.748662,0.00513435,1.16669741046293e-35,"7/29/24","094600","13","9H 46M 0S",30.23,766,160,27.8,"25-20",NA,NA,NA,"25-20",NA,NA,NA,NA,NA,2.97832582e-07,5.13435e-09,1.92941571570911e-09,3.3261288988023e-11,6.93784867209317e-11,1.19601902150389e-12
352,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094900_15",-8626.528899,0.25926134,3.38811746161188e-84,698.1313112,0.036874936,1.61831075755735e-39,"7/29/24","094900","15","9H 49M 0S",30.23,766,160,27.8,"25-20",NA,NA,NA,"25-20",NA,NA,NA,NA,NA,2.5926134e-07,3.6874936e-08,1.67954392535805e-09,2.3888279971386e-10,6.03935248240938e-11,8.58981660244011e-12
353,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095300_09",-47423.41376,1.347757279,1.06247444949636e-114,1248.360672,0.020834869,7.50019340270054e-59,"7/29/24","095300","09","9H 53M 0S",30.23,766,160,27.8,"25-50",NA,NA,NA,"25-50",NA,NA,NA,NA,NA,1.347757279e-06,2.0834869e-08,8.73102619465572e-09,1.34972216314938e-10,3.13952757808548e-10,4.85336987827897e-12
354,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095600_82",-303.3817651,0.022627544,3.50296207193345e-31,1474.593753,0.014046811,1.56187409673488e-73,"7/29/24","095600","82","9H 56M 0S",30.23,766,160,27.8,"BLANK",NA,NA,NA,"BLANK",NA,NA,NA,NA,NA,2.2627544e-08,1.4046811e-08,1.46585503534665e-10,9.09978945788933e-11,5.27096380922923e-12,3.2721285357387e-12
355,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095900_07",-22673.60574,0.645571067,3.03471258034168e-117,118.4038683,0.052024744,4.81640074868225e-71,"7/29/24","095900","07","9H 59M 0S",30.23,766,160,27.8,"25-50",NA,NA,NA,"25-50",NA,NA,NA,NA,NA,6.45571067e-07,5.2024744e-08,4.18213129642377e-09,3.3702611717392e-10,1.50382283222717e-10,1.2118882314776e-11
356,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100300_01",-8367.080789,0.246148251,4.56635859143272e-139,1331.155856,0.018442573,2.03994540622292e-58,"7/29/24","100300","01","10H 3M 0S",30.23,766,160,27.8,"25-90",NA,NA,NA,"25-90",NA,NA,NA,NA,NA,2.46148251e-07,1.8442573e-08,1.59459485824056e-09,1.19474471011075e-10,5.73389017706064e-11,4.29609748331804e-12
357,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100600_02",-13274.75673,0.378583,1.29910485353878e-144,1836.455736,0.003884694,4.79611221380025e-25,"7/29/24","100600","02","10H 6M 0S",30.23,766,160,27.8,"25-90",NA,NA,NA,"25-90",NA,NA,NA,NA,NA,3.78583e-07,3.884694e-09,2.45253217426797e-09,2.51657814064174e-11,8.81888591969783e-11,9.04918425257728e-13
358,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101000_03",-16831.55273,0.473563738,9.84943267647769e-140,1799.745321,0.004896256,5.20286095617201e-27,"7/29/24","101000","03","10H 10M 0S",30.23,766,160,27.8,"25-90",NA,NA,NA,"25-90",NA,NA,NA,NA,NA,4.73563738e-07,4.896256e-09,3.06783533336575e-09,3.17188710889094e-11,1.10314107636309e-10,1.14055631387664e-12
359,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101500_19",-29664.0695,0.817565838,1.9802683572253e-160,-268953.519,7.327036747,7.5708141536213e-63,"7/29/24","101500","19","10H 15M 0S",30.23,766,160,27.8,"35-90",NA,NA,NA,"35-90",NA,NA,NA,NA,NA,8.17565838e-07,7.327036747e-06,5.29634590638605e-09,4.74659278521782e-08,1.90447533491048e-10,1.70679352219267e-09
360,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101800_25",-100253.6545,2.71910536,4.54110449906949e-93,4356.557664,-0.06019721,6.62852883402251e-44,"7/29/24","101800","25","10H 18M 0S",30.23,766,160,27.8,"35-50",NA,NA,NA,"35-50",NA,NA,NA,NA,NA,2.71910536e-06,-6.019721e-08,1.76148780600938e-08,-3.89968895397219e-10,6.3340086515979e-10,-1.40226140020575e-11
361,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102200_26",-42277.52352,1.148997997,2.32491309337901e-108,227.419114,0.047303954,6.24288382853084e-75,"7/29/24","102200","26","10H 22M 0S",30.23,766,160,27.8,"35-50",NA,NA,NA,"35-50",NA,NA,NA,NA,NA,1.148997997e-06,4.7303954e-08,7.44342602761336e-09,3.06443947972022e-10,2.67652859676856e-10,1.10191998551608e-11
362,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102500_21",-41171.1291,1.112439877,2.82795334435085e-152,-116.1137175,0.056075487,1.77109740591741e-136,"7/29/24","102500","21","10H 25M 0S",30.23,766,160,27.8,"35-90",NA,NA,NA,"35-90",NA,NA,NA,NA,NA,1.112439877e-06,5.6075487e-08,7.20659562178227e-09,3.63267595362827e-10,2.59136843645533e-10,1.30624809551538e-11
363,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103000_31",-18516.66912,0.505105683,4.53093359037656e-79,1321.811488,0.017463362,2.06873763246793e-62,"7/29/24","103000","31","10H 30M 0S",30.23,766,160,27.8,"35-20",NA,NA,NA,"35-20",NA,NA,NA,NA,NA,5.05105683e-07,1.7463362e-08,3.27217001017768e-09,1.13130957216485e-10,1.17661632872265e-10,4.06799558491496e-12
364,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103400_20",-39228.66628,1.046566643,5.98971716652845e-137,732.2391647,0.033386282,5.76173947685474e-121,"7/29/24","103400","20","10H 34M 0S",30.23,766,160,27.8,"35-90",NA,NA,NA,"35-90",NA,NA,NA,NA,NA,1.046566643e-06,3.3386282e-08,6.77985637092293e-09,2.16282640224689e-10,2.43792030597732e-10,7.77715354997084e-12
365,"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103800_84",-412.0358332,0.023893699,7.52980508329463e-44,1616.054632,0.01016334,3.26747551922762e-58,"7/29/24","103800","84","10H 38M 0S",30.23,766,160,27.8,"BLANK",NA,NA,NA,"BLANK",NA,NA,NA,NA,NA,2.3893699e-08,1.016334e-08,1.54787894754319e-10,6.58400359974552e-11,5.56590775815602e-12,2.36749500170641e-12
366,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113300_01",-4916.712538,0.134235033,1.75323209785828e-87,1553.649344,0.010486285,2.47348530338028e-52,"7/30/24","113300","01","11H 33M 0S",30.86,765.8,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,NA,NA,"25-90",1.34235033e-07,1.0486285e-08,8.67571244635656e-10,6.77736588261144e-11,3.11963770095525e-11,2.43702476900807e-12
367,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113600_02",-5614.458207,0.150488836,4.41184446329301e-119,1747.231347,0.005777623,1.85410879054886e-39,"7/30/24","113600","02","11H 36M 0S",30.86,765.8,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,NA,NA,"25-90",1.50488836e-07,5.777623e-09,9.72620811679549e-10,3.7341217602603e-11,3.49737796360859e-11,1.34272627121909e-12
368,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114100_03",-4851.930056,0.129725478,2.81894691287591e-116,1703.365804,0.006426568,2.540971650595e-45,"7/30/24","114100","03","11H 41M 0S",30.86,765.8,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,NA,NA,"25-90",1.29725478e-07,6.426568e-09,8.38425647121608e-10,4.15353985758373e-11,3.01483512089755e-11,1.49354184019552e-12
369,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114400_07",-5256.258735,0.139994267,6.58388894228076e-93,1774.829781,0.00477495,4.15550681660496e-27,"7/30/24","114400","07","11H 44M 0S",30.86,765.8,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,NA,NA,"25-50",1.39994267e-07,4.77495e-09,9.04793612730339e-10,3.08608656174951e-11,3.25348296558914e-11,1.10970390569921e-12
370,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114700_08",-5893.800211,0.154201896,9.48379235155433e-99,1814.22017,0.003856177,9.23268405391746e-28,"7/30/24","114700","08","11H 47M 0S",30.86,765.8,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,NA,NA,"25-50",1.54201896e-07,3.856177e-09,9.96618601329639e-10,2.49227657240967e-11,3.58366990769378e-11,8.96179997270647e-13
371,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115000_09",-6579.834275,0.172310567,1.62283960956719e-94,1868.255503,0.002549658,9.56633946899711e-14,"7/30/24","115000","09","11H 50M 0S",30.86,765.8,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,NA,NA,"25-50",1.72310567e-07,2.549658e-09,1.11365632156596e-09,1.64786338932494e-11,4.00451751731738e-11,5.9254346973209e-13
372,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115300_13",-19967.96834,0.485638244,8.38975301251534e-103,1866.771733,0.002590171,1.67974465258419e-11,"7/30/24","115300","13","11H 53M 0S",30.86,765.8,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,NA,NA,"25-20",4.85638244e-07,2.590171e-09,3.13871696809397e-09,1.67404724986299e-11,1.128628898991e-10,6.01958737814812e-13
373,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120200_15",-14269.07064,0.346456517,8.62836028613996e-105,1841.586587,0.003259247,5.81425614077912e-19,"7/30/24","120200","15","12H 2M 0S",30.86,765.8,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,NA,NA,"25-20",3.46456517e-07,3.259247e-09,2.23917486328494e-09,2.10647616584936e-11,8.05168954795016e-11,7.57452774487365e-13
374,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120500_14",-15986.89236,0.382576933,4.46786234159985e-94,1698.089754,0.006207876,1.25767247819361e-43,"7/30/24","120500","14","12H 5M 0S",30.86,765.8,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,NA,NA,"25-20",3.82576933e-07,6.207876e-09,2.47262386363552e-09,4.01219755193401e-11,8.89113219574082e-11,1.44271756631931e-12
375,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120800_26",-13768.4554,0.330596509,7.73377049684995e-106,1785.486365,0.004108076,1.01198989433042e-27,"7/30/24","120800","26","12H 8M 0S",30.86,765.8,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,NA,NA,"35-50",3.30596509e-07,4.108076e-09,2.13667042332632e-09,2.65508081513852e-11,7.68310112666782e-11,9.54721616374874e-13
376,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121100_27",-13009.23999,0.312318844,2.7271017709526e-142,1687.030458,0.006435211,6.27201101835031e-44,"7/30/24","121100","27","12H 11M 0S",30.86,765.8,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,NA,NA,"35-50",3.12318844e-07,6.435211e-09,2.01854048199362e-09,4.15912589432824e-11,7.25832607692779e-11,1.49555048339743e-12
377,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121400_31",-30101.77656,0.700782173,2.48053954570793e-101,1782.542333,0.004226177,1.52317165799639e-27,"7/30/24","121400","31","12H 14M 0S",30.86,765.8,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,NA,NA,"35-20",7.00782173e-07,4.226177e-09,4.52920857141734e-09,2.73141039116114e-11,1.6286258796898e-10,9.82168425444494e-13
378,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121700_25",-16950.01046,0.39943299,6.554492612196e-101,1762.26551,0.004618781,3.86351369353911e-26,"7/30/24","121700","25","12H 17M 0S",30.86,765.8,160,27.8,"35-50",NA,NA,NA,NA,NA,NA,NA,NA,"35-50",3.9943299e-07,4.618781e-09,2.58156584416261e-09,2.98515334731546e-11,9.2828689110486e-11,1.07341004937629e-12
379,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122000_32",-31681.05002,0.732262678,2.64132778898822e-119,1859.403094,0.002653418,5.94669766128646e-16,"7/30/24","122000","32","12H 20M 0S",30.86,765.8,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,NA,NA,"35-20",7.32262678e-07,2.653418e-09,4.73266947349503e-09,1.71492426779427e-11,1.70178693761058e-10,6.16657413805924e-13
380,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122400_19",-4490.152558,0.115666034,2.5465622930608e-19,13588.8216,-0.259195892,3.70739086656768e-23,"7/30/24","122400","19","12H 24M 0S",30.86,765.8,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,NA,NA,"35-90",1.15666034e-07,-2.59195892e-07,7.47558389466407e-10,-1.67520279617981e-09,2.68809201534127e-11,-6.02374252491841e-11
381,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122700_33",-34471.98292,0.787672442,1.70716896963314e-103,1643.716486,0.007228547,1.19752158201382e-47,"7/30/24","122700","33","12H 27M 0S",30.86,765.8,160,27.8,"35-20",NA,NA,NA,NA,NA,NA,NA,NA,"35-20",7.87672442e-07,7.228547e-09,5.09078699947983e-09,4.67186499495801e-11,1.83055987036312e-10,1.67992268786696e-12
382,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123000_21",-10429.8833,0.245175173,3.88675882003076e-128,1168.173217,0.01762799,1.79980550010404e-98,"7/30/24","123000","21","12H 30M 0S",30.86,765.8,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,NA,NA,"35-90",2.45175173e-07,1.762799e-08,1.58458582114978e-09,1.13931042313856e-10,5.69789939284349e-11,4.09676527557915e-12
383,"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123500_20",-17802.30439,0.406253026,7.78753352359804e-158,1507.890115,0.010049831,3.32013718219066e-63,"7/30/24","123500","20","12H 35M 0S",30.86,765.8,160,27.8,"35-90",NA,NA,NA,NA,NA,NA,NA,NA,"35-90",4.06253026e-07,1.0049831e-08,2.62564425639782e-09,6.49528233739697e-11,9.44136733692131e-11,2.33559235433188e-12
