Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,TIME_CO2_r2,Intercept_CH4,TIME_CH4,TIME_CH4_pvalue,TIME_CH4_r2,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Soil_jar,Area,Label,STAGE_1,STAGE_2,STAGE_3,one_hour,two_min,four_hour,eight_hour,PRE_WET,twenty_four_hour,finalC02_flux,finalCH4_flux,finalC02_flux_byarea,finalCH4_flux_byarea,finalC02flux_gSoil,finalCH4flux_gSoil,finalC02flux_gSoil_hr,finalCH4flux_gSoil_hr
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121000_15,-1875.236215,0.055658535,2.51392975445777e-64,0.910901856,1746.867686,0.005479678,2.82740386897696e-22,0.548352584,7/29/2024,121000,15,12H 10M 0S,31.57,766,160,61.495,27.8,25-20,NA,NA,NA,NA,25-20,NA,NA,NA,NA,0.000388165,3.82155441382827e-05,1.39577633229559e-05,1.37416555693214e-06,6.31213919830881e-06,6.21441485296084e-07,0.022723701,0.002237189
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121700_26,-491.1426969,0.024425823,5.05261672963103e-36,0.731100908,1765.007207,0.005060753,2.52220739846413e-28,0.639073866,7/29/2024,121700,26,12H 17M 0S,31.57,766,160,62.125,27.8,35-50,NA,NA,NA,NA,35-50,NA,NA,NA,NA,0.000170347,3.52939403806824e-05,6.12538318879964e-06,1.26910968646826e-06,2.74200402414487e-06,5.68111716389254e-07,0.009871214,0.002045202
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122100_32,-1521.753912,0.046270434,1.28516489377051e-52,0.85757737,1652.865872,0.007436034,1.55507810799016e-35,0.726030655,7/29/2024,122100,32,12H 21M 0S,31.57,766,160,61.491,27.8,35-20,NA,NA,NA,NA,35-20,NA,NA,NA,NA,0.000322692,5.18592704090015e-05,1.16034631759584e-05,1.86477060082709e-06,5.24779235985754e-06,8.43363588313761e-07,0.018892052,0.003036109
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122600_33,1489.473761,-0.020093424,1.37787130152128e-06,0.177213712,7931.958939,-0.132441338,2.10118425903525e-30,0.666641039,7/29/2024,122600,33,12H 26M 0S,31.57,766,160,62.72,27.8,35-20,NA,NA,NA,NA,35-20,NA,NA,NA,NA,-0.000140133,-0.000923652,-5.04E-06,-3.32E-05,-2.23E-06,-1.47E-05,-0.008043348,-0.05301574
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123000_21,-650.270128,0.032814236,2.20569144855903e-49,0.846175353,1908.464709,0.003552129,1.56724248769355e-20,0.523048243,7/29/2024,123000,21,12H 30M 0S,31.57,766,160,62.606,27.8,35-90,NA,NA,NA,NA,35-90,NA,NA,NA,NA,0.000228848,2.47727268264255e-05,8.2289865208002e-06,8.90784855319148e-07,3.65536849503242e-06,3.95692534683984e-07,0.013159327,0.001424493
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123500_20,-2711.386661,0.071765486,2.39684204532282e-90,0.96648942,1656.023766,0.007207001,5.98320078441513e-41,0.777312071,7/29/2024,123500,20,12H 35M 0S,31.57,766,160,62.457,27.8,35-90,NA,NA,NA,NA,35-90,NA,NA,NA,NA,0.000500496,5.02619873657993e-05,1.79969820302601e-05,1.8073350365264e-06,8.01344925308612e-06,8.04745462731148e-07,0.028848417,0.002897084
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124000_31,90.19408034,0.010708024,0.00024186,0.106625842,5951.359293,-0.086717577,5.45374821111338e-29,0.648129207,7/29/2024,124000,31,12H 40M 0S,31.57,766,160,60.903,27.8,35-20,NA,NA,NA,NA,35-20,NA,NA,NA,NA,7.46782942540943e-05,-0.000604773,2.68530364092392e-06,-2.17E-05,1.22618416587187e-06,-9.93E-06,0.004414263,-0.035748367
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124500_19,-3235.123996,0.081836561,1.10779100292943e-96,0.973720197,1520.69388,0.009767663,1.93799429820246e-62,0.90226143,7/29/2024,124500,19,12H 45M 0S,31.57,766,160,62.472,27.8,35-90,NA,NA,NA,NA,35-90,NA,NA,NA,NA,0.000570732,6.81201694893414e-05,2.05225549719921e-05,2.44948469936503e-06,9.13580484056857e-06,1.09041121605425e-06,0.032888897,0.00392548
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T125000_27,-2599.469676,0.067956166,7.59314258381482e-78,0.945868309,1630.852103,0.007489632,4.47193523774241e-44,0.802438576,7/29/2024,125000,27,12H 50M 0S,31.57,766,160,61.987,27.8,35-50,NA,NA,NA,NA,35-50,NA,NA,NA,NA,0.00047393,5.22330682874659e-05,1.7041700399713e-05,1.8782117327388e-06,7.64563537515931e-06,8.42645527085774e-07,0.027524287,0.003033524
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153600_01,-4092.541589,0.084831859,1.72033708788e-85,0.960703887,1685.064924,0.004897507,1.45758593596485e-34,0.718651724,7/29/2024,153600,1,15H 36M 0S,31.36,766,160,63.574,27.8,25-90,NA,NA,NA,NA,NA,25-90,NA,NA,NA,0.00059203,3.41790132279215e-05,2.12883714417256e-05,1.22901881438049e-06,9.31245477711014e-06,5.37625652435296e-07,0.033524837,0.001935452
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153900_02,-5882.572045,0.113364049,2.82648507548257e-113,0.98609684,2095.674218,-0.002483007,1.20702377807736e-15,0.414892849,7/29/2024,153900,2,15H 39M 0S,31.36,766,160,62.698,27.8,25-90,NA,NA,NA,NA,NA,25-90,NA,NA,NA,0.000791152,-1.73E-05,2.84484629430768e-05,-6.23E-07,1.26184567290823e-05,-2.76E-07,0.045426444,-0.000993333
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154300_03,-3918.852548,0.07828729,2.91777643918047e-92,0.968862705,1813.625767,0.002537266,1.7073603029274e-16,0.433458781,7/29/2024,154300,3,15H 43M 0S,31.36,766,160,62.929,27.8,25-90,NA,NA,NA,NA,NA,25-90,NA,NA,NA,0.000546356,1.77072231022834e-05,1.96460260643188e-05,6.36721434817814e-07,8.68210205151838e-06,2.81384148838904e-07,0.031255567,0.001012983
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154600_07,-4353.837923,0.086019833,2.32530753045188e-93,0.970147819,1828.790514,0.00226055,1.07270036349615e-11,0.320555657,7/29/2024,154600,7,15H 46M 0S,31.36,766,160,62.643,27.8,25-50,NA,NA,NA,NA,NA,25-50,NA,NA,NA,0.00060032,1.57760627378782e-05,2.1586491087979e-05,5.67280213515935e-07,9.58319365292211e-06,2.51840792073786e-07,0.034499497,0.000906627
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154900_08,-4376.994239,0.086314773,4.71339649695728e-79,0.948317601,1744.966032,0.003742239,6.02255218543545e-24,0.573417516,7/29/2024,154900,8,15H 49M 0S,31.36,766,160,62.965,27.8,25-50,NA,NA,NA,NA,NA,25-50,NA,NA,NA,0.000602379,2.61165570749692e-05,2.1660505611589e-05,9.39106690937405e-07,9.56688636544112e-06,4.14778957753819e-07,0.034440791,0.001493204
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155400_09,-7425.331422,0.139472039,3.30384803566748e-59,0.889369221,1798.294798,0.002843226,1.11632568352698e-14,0.393056186,7/29/2024,155400,9,15H 54M 0S,31.36,766,160,61.917,27.8,25-50,NA,NA,NA,NA,NA,25-50,NA,NA,NA,0.000973356,1.9842476722262e-05,3.50002065151747e-05,7.13501500261129e-07,1.57203352875624e-05,3.20468962034046e-07,0.056593207,0.001153688
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155700_13,-12457.67492,0.227074146,2.03337318197223e-93,0.970214475,1758.388281,0.003538849,1.1536029353652e-22,0.552038535,7/29/2024,155700,13,15H 57M 0S,31.36,766,160,60.979,27.8,25-20,NA,NA,NA,NA,NA,25-20,NA,NA,NA,0.001584719,2.46971288396422e-05,5.69837655581859e-05,8.88066481109033e-07,2.59879466701651e-05,4.05010394392204e-07,0.093556608,0.001458037
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160000_14,-8730.996236,0.16083093,2.07300350345951e-98,0.975405917,1769.272553,0.003268973,8.070187064647e-24,0.571344246,7/29/2024,160000,14,16H 0M 0S,31.36,766,160,61.789,27.8,25-20,NA,NA,NA,NA,NA,25-20,NA,NA,NA,0.001122416,2.28137055418129e-05,4.03601740411081e-05,8.20341803013768e-07,1.81653045040379e-05,3.69219530042773e-07,0.065395096,0.00132919
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160300_15,-8553.505992,0.157802337,1.34139286059815e-96,0.973636275,1741.915096,0.003737844,4.27503323795809e-22,0.542217736,7/29/2024,160300,15,16H 3M 0S,31.36,766,160,61.495,27.8,25-20,NA,NA,NA,NA,NA,25-20,NA,NA,NA,0.00110128,2.60858854331615e-05,3.96001550492032e-05,9.38003791196025e-07,1.79084478412879e-05,4.24195226167355e-07,0.064470412,0.001527103
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161000_25,-9872.812326,0.179336579,7.55958075203323e-99,0.975815873,1744.932406,0.003683155,2.01622440090047e-26,0.611869688,7/29/2024,161000,25,16H 10M 0S,31.36,766,160,62.259,27.8,35-50,NA,NA,NA,NA,NA,35-50,NA,NA,NA,0.001251565,2.57042195144407e-05,4.50041266163167e-05,9.24279738023759e-07,2.010255545383e-05,4.12859498457102e-07,0.0723692,0.001486294
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161300_21,-6027.303759,0.11217632,1.30098417732594e-102,0.979068268,1636.381496,0.005523146,2.36584962442703e-39,0.763271985,7/29/2024,161300,21,16H 13M 0S,31.36,766,160,62.606,27.8,35-90,NA,NA,NA,NA,NA,35-90,NA,NA,NA,0.000782863,3.85452598069934e-05,2.81504047026329e-05,1.38602156803284e-06,1.25046001980641e-05,6.1567996369347e-07,0.045016561,0.002216448
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161600_27,-11649.38543,0.207782923,1.47103905379961e-135,0.994087808,1694.351069,0.004514987,6.6717861692248e-31,0.672929333,7/29/2024,161600,27,16H 16M 0S,31.36,766,160,61.987,27.8,35-50,NA,NA,NA,NA,NA,35-50,NA,NA,NA,0.001450088,3.15094619138415e-05,5.21426750443395e-05,1.13302631836899e-06,2.33934212012196e-05,5.0832371164666e-07,0.084216316,0.001829965
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161900_19,-7961.20456,0.14409274,2.16967823424323e-117,0.98812756,1039.290736,0.015670228,5.07743252547404e-68,0.921093836,7/29/2024,161900,19,16H 19M 0S,31.36,766,160,62.472,27.8,35-90,NA,NA,NA,NA,NA,35-90,NA,NA,NA,0.001005603,0.00010936,3.61597613039356e-05,3.93240975854863e-06,1.60968593930081e-05,1.75054424382123e-06,0.057948694,0.006301959
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162300_20,-5314.560482,0.09923431,1.69763569372347e-101,0.978152854,1814.947679,0.002477389,1.36198822590115e-13,0.367556185,7/29/2024,162300,20,16H 23M 0S,31.36,766,160,62.457,27.8,35-90,NA,NA,NA,NA,NA,35-90,NA,NA,NA,0.000692542,1.72893508094268e-05,2.4902635299539e-05,6.21695462402976e-07,1.10883007509166e-05,2.76820065155656e-07,0.039917883,0.000996552
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162700_31,-19672.20479,0.342479217,6.02018631139703e-107,0.982275564,1603.12025,0.006041881,1.00085349675828e-44,0.80729715,7/29/2024,162700,31,16H 27M 0S,31.36,766,160,60.903,27.8,35-20,NA,NA,NA,NA,NA,35-20,NA,NA,NA,0.002390114,4.21654359952232e-05,8.59444184580814e-05,1.51619690741543e-06,3.92446020721475e-05,6.92337585918973e-07,0.141280567,0.002492415
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163100_32,-17085.99677,0.298507754,7.1847880028274e-86,0.960210208,1698.537636,0.004421504,4.69543783517594e-32,0.687028041,7/29/2024,163100,32,16H 31M 0S,31.36,766,160,61.491,27.8,35-20,NA,NA,NA,NA,NA,35-20,NA,NA,NA,0.002083244,3.08570553374672e-05,7.49098750356694e-05,1.10956689455114e-06,3.38788440584801e-05,5.01814173415088e-07,0.121963839,0.001806531
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163400_33,-27120.79069,0.465497173,2.77837329929724e-78,0.946767386,1683.026881,0.004670694,5.09978074237632e-34,0.709674833,7/29/2024,163400,33,16H 34M 0S,31.36,766,160,62.72,27.8,35-20,NA,NA,NA,NA,NA,35-20,NA,NA,NA,0.003248639,3.25961143663456e-05,0.000116816,1.17210048063091e-06,5.17959024234694e-05,5.19708456096071e-07,0.186465249,0.00187095
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163800_26,-6013.77682,0.10975234,3.27445994970867e-87,0.962205859,1766.139528,0.003212599,1.74365823859627e-16,0.433262174,7/29/2024,163800,26,16H 38M 0S,31.36,766,160,62.125,27.8,35-50,NA,NA,NA,NA,NA,35-50,NA,NA,NA,0.000765946,2.24202783168202e-05,2.75421123744552e-05,8.06194833398786e-07,1.23291106639839e-05,3.60889791820043e-07,0.044384798,0.001299203
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193100_01,-6201.367519,0.095994509,3.13695232502505e-79,0.952438986,1471.052752,0.007312277,3.62842276155367e-38,0.761015455,7/29/2024,193100,1,19H 31M 0S,26.86,766,160,63.574,27.8,25-90,NA,NA,NA,NA,NA,NA,25-90,NA,NA,0.000679981,5.17968005797611e-05,2.44509466074312e-05,1.86252429269188e-06,1.06958976940259e-05,8.14748176609323e-07,0.038505232,0.002933093
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193500_02,-8983.543856,0.135269618,1.2625903492369e-121,0.989908381,2206.644012,-0.003200901,1.98371481322313e-21,0.530440285,7/29/2024,193500,2,19H 35M 0S,26.86,766,160,62.698,27.8,25-90,NA,NA,NA,NA,NA,NA,25-90,NA,NA,0.000958188,-2.27E-05,3.44547852255394e-05,-8.15E-07,1.52825927461801e-05,-3.62E-07,0.055017334,-0.001303391
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193800_03,-4850.056928,0.076736793,1.39181293530177e-94,0.971516102,1739.565905,0.00339104,1.19558749664381e-23,0.568544175,7/29/2024,193800,3,19H 38M 0S,26.86,766,160,62.929,27.8,25-90,NA,NA,NA,NA,NA,NA,25-90,NA,NA,0.000543568,2.40205651608674e-05,1.95457765115554e-05,8.63738409236512e-07,8.63779815347455e-06,3.8170899205243e-07,0.031096073,0.001374152
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194100_07,-6432.200838,0.099304926,5.03960632951427e-78,0.946236702,1736.421459,0.003615446,4.8147563318324e-22,0.541315891,7/29/2024,194100,7,19H 41M 0S,26.86,766,160,62.643,27.8,25-50,NA,NA,NA,NA,NA,NA,25-50,NA,NA,0.00070343,2.56101545002661e-05,2.52941492128652e-05,9.20897321117085e-07,1.12291876187283e-05,4.08827075655159e-07,0.040425075,0.001471777
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194400_08,-7290.424663,0.111041905,4.84863746760896e-93,0.970657581,1728.58231,0.003486994,2.28505545149399e-23,0.566931651,7/29/2024,194400,8,19H 44M 0S,26.86,766,160,62.965,27.8,25-50,NA,NA,NA,NA,NA,NA,25-50,NA,NA,0.00078657,2.47002544620862e-05,2.82836977515557e-05,8.88178873142259e-07,1.24921781942349e-05,3.92285467515067e-07,0.044971841,0.001412228
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194800_09,-6259.225395,0.095996332,1.62175424624737e-89,0.965404705,1754.293281,0.003230576,4.19662190934895e-18,0.467071853,7/29/2024,194800,9,19H 48M 0S,26.86,766,160,61.917,27.8,25-50,NA,NA,NA,NA,NA,NA,25-50,NA,NA,0.000679994,2.28839069615201e-05,2.44514108750656e-05,8.2286612590867e-07,1.09823473359497e-05,3.69590047345965e-07,0.03953645,0.001330524
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195100_13,-21777.80932,0.312793768,1.87013703680327e-101,0.978117594,4434.677372,-0.020443261,2.05002672715533e-80,0.950947674,7/29/2024,195100,13,19H 51M 0S,26.86,766,160,60.979,27.8,25-20,NA,NA,NA,NA,NA,NA,25-20,NA,NA,0.002215687,-0.000144811,7.96723040180352e-05,-5.21E-06,3.63352465602913e-05,-2.37E-06,0.130806888,-0.008549166
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195400_14,-12361.62058,0.181048374,6.75294850953681e-98,0.974917139,1298.364173,0.01045476,1.9504889390354e-62,0.90225097,7/29/2024,195400,14,19H 54M 0S,26.86,766,160,61.789,27.8,25-20,NA,NA,NA,NA,NA,NA,25-20,NA,NA,0.001282463,7.40566991551642e-05,4.6115180523552e-05,2.6629521450976e-06,2.07555228276878e-05,1.19854179797641e-06,0.074719882,0.00431475
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195800_15,-13286.64989,0.192720627,8.58208018954923e-106,0.981473108,1615.087324,0.00532283,3.54828050579084e-30,0.663729138,7/29/2024,195800,15,19H 58M 0S,26.86,766,160,61.495,27.8,25-20,NA,NA,NA,NA,NA,NA,25-20,NA,NA,0.001365144,3.77044692663781e-05,4.90882427015463e-05,1.35578817930162e-06,2.21992682331897e-05,6.13130649099571e-07,0.079917366,0.00220727
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200200_25,-14217.57937,0.205112616,8.69407857052313e-97,0.973826091,1630.131479,0.004973283,2.13595991620793e-30,0.666550194,7/29/2024,200200,25,20H 2M 0S,26.86,766,160,62.259,27.8,35-50,NA,NA,NA,NA,NA,NA,35-50,NA,NA,0.001452923,3.52284457011146e-05,5.22446300322448e-05,1.26675460989265e-06,2.33367545254501e-05,5.65836998684762e-07,0.084012316,0.002037013
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200600_26,-11141.85116,0.161899498,4.67960848726191e-98,0.975069965,1585.659811,0.005435512,2.70517004692835e-33,0.701515918,7/29/2024,200600,26,20H 6M 0S,26.86,766,160,62.125,27.8,35-50,NA,NA,NA,NA,NA,NA,35-50,NA,NA,0.001146821,3.85026579937627e-05,4.12377333901966e-05,1.38448967974695e-06,1.84598953722334e-05,6.19761094467005e-07,0.066455623,0.00223114
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200900_32,-30675.25736,0.431263184,6.63619784981334e-92,0.968433452,1614.453975,0.004945526,1.42321765263644e-34,0.715765423,7/29/2024,200900,32,20H 9M 0S,26.86,766,160,61.491,27.8,35-20,NA,NA,NA,NA,NA,NA,35-20,NA,NA,0.003054869,3.5031824430981e-05,0.000109848,1.25968444555847e-06,4.96799369013352e-05,5.69706533167146e-07,0.178847773,0.002050944
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201500_33,-41864.66219,0.583199302,2.99472462111852e-103,0.979574388,1462.876462,0.00700272,4.37583854880074e-47,0.823948903,7/29/2024,201500,33,20H 15M 0S,26.86,766,160,62.72,27.8,35-20,NA,NA,NA,NA,NA,NA,35-20,NA,NA,0.004131115,4.9604035345976e-05,0.000148548,1.78367620805379e-06,6.58659917091837e-05,7.9088066559273e-07,0.23711757,0.00284717
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201900_21,-11239.6841,0.161102177,4.78704784361981e-115,0.987010358,1404.644545,0.007775336,8.90945546187522e-55,0.868888616,7/29/2024,201900,21,20H 19M 0S,26.86,766,160,62.606,27.8,35-90,NA,NA,NA,NA,NA,NA,35-90,NA,NA,0.001141174,5.50768947693358e-05,4.1034646286502e-05,1.98047086549212e-06,1.82278695332716e-05,8.79738280186177e-07,0.06562033,0.003167058
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202200_20,-11038.30423,0.158575994,3.19305426737415e-122,0.990136961,1770.64744,0.003091028,1.29332460225243e-21,0.533752524,7/29/2024,202200,20,20H 22M 0S,26.86,766,160,62.457,27.8,35-90,NA,NA,NA,NA,NA,NA,35-90,NA,NA,0.001123279,2.18954169335104e-05,4.03911973641257e-05,7.87321716415333e-07,1.7984837568247e-05,3.50567861624964e-07,0.064745415,0.001262044
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202500_31,-38932.03108,0.538232807,1.37333100061691e-101,0.978920269,1391.987222,0.008215079,6.86188061309651e-50,0.844324518,7/29/2024,202500,31,20H 25M 0S,26.86,766,160,60.903,27.8,35-20,NA,NA,NA,NA,NA,NA,35-20,NA,NA,0.003812593,5.8191832129563e-05,0.000137094,2.09247868139385e-06,6.26010705548167e-05,9.55483837078026e-07,0.225363854,0.003439742
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202900_19,-19560.93957,0.273063776,8.70502043665318e-135,0.993910004,-76.9174246,0.028264958,2.13731807317849e-111,0.985057607,7/29/2024,202900,19,20H 29M 0S,26.86,766,160,62.472,27.8,35-90,NA,NA,NA,NA,NA,NA,35-90,NA,NA,0.001934258,0.000200216,6.95526010554016e-05,7.19942208643879e-06,3.0961998975541e-05,3.2048917915226e-06,0.111463196,0.01153761
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T203200_27,-20710.30649,0.287812541,2.25936422635383e-131,0.993057473,1481.399283,0.007055657,1.36413505131143e-48,0.833820444,7/29/2024,203200,27,20H 32M 0S,26.86,766,160,61.987,27.8,35-50,NA,NA,NA,NA,NA,NA,35-50,NA,NA,0.002038731,4.99790201967468e-05,7.33092874222006e-05,1.79716002145799e-06,3.28896542823495e-05,8.06282288169242e-07,0.118402755,0.002902616
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T093700_08,-46257.43644,1.353120662,6.25927355582363e-115,0.986952182,1456.726948,0.015373388,1.27791839212043e-63,0.90658811,7/29/2024,093700,8,9H 37M 0S,30.23,766,160,62.965,27.8,25-50,NA,NA,NA,NA,NA,NA,NA,25-50,NA,0.009478412,0.000107688,0.000340827,3.87228801264569e-06,0.000150535,1.71028349082824e-06,0.541924612,0.006157021
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094000_14,-9576.781305,0.290797225,2.76372882551281e-91,0.967674104,1981.571157,0.000842176,0.482946872,0.004110329,7/29/2024,094000,14,9H 40M 0S,30.23,766,160,61.789,27.8,25-20,NA,NA,NA,NA,NA,NA,NA,25-20,NA,0.002036992,5.89931618695452e-06,7.32467443237179e-05,2.12129312727599e-07,3.29669034941494e-05,9.54751846923323e-08,0.118680853,0.000343711
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094600_13,-9936.209205,0.297832582,4.97131378786114e-83,0.957917131,1807.748662,0.00513435,1.16669741046293e-35,0.733295135,7/29/2024,094600,13,9H 46M 0S,30.23,766,160,60.979,27.8,25-20,NA,NA,NA,NA,NA,NA,NA,25-20,NA,0.002086274,3.59653668355093e-05,7.50188279847428e-05,1.29325303256057e-06,3.42129913576805e-05,5.89799223265539e-07,0.123166769,0.002123277
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094900_15,-8626.528899,0.25926134,3.38811746161188e-84,0.957571832,698.1313112,0.036874936,1.61831075755735e-39,0.76476182,7/29/2024,094900,15,9H 49M 0S,30.23,766,160,61.495,27.8,25-20,NA,NA,NA,NA,NA,NA,NA,25-20,NA,0.001816088,0.000258304,6.53034054795917e-05,9.28815262322217e-06,2.95322871778193e-05,4.20040653711684e-06,0.106316234,0.015121464
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095300_09,-47423.41376,1.347757279,1.06247444949636e-114,0.989099429,1248.360672,0.020834869,7.50019340270054e-59,0.898053139,7/29/2024,095300,9,9H 53M 0S,30.23,766,160,61.917,27.8,25-50,NA,NA,NA,NA,NA,NA,NA,25-50,NA,0.009440842,0.000145945,0.000339477,5.24793987360708e-06,0.000152476,2.35710709498199e-06,0.548912757,0.008485586
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095600_82,-303.3817651,0.022627544,3.50296207193345e-31,0.676409046,1474.593753,0.014046811,1.56187409673488e-73,0.936129272,7/29/2024,095600,82,9H 56M 0S,30.23,766,160,NA,27.8,BLANK,NA,NA,NA,NA,NA,NA,NA,BLANK,NA,0.000158503,9.8395853435825e-05,5.69948331618965e-06,3.53814647378012e-06,NA,NA,NA,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095900_07,-22673.60574,0.645571067,3.03471258034168e-117,0.988060986,118.4038683,0.052024744,4.81640074868225e-71,0.929731273,7/29/2024,095900,7,9H 59M 0S,30.23,766,160,62.643,27.8,25-50,NA,NA,NA,NA,NA,NA,NA,25-50,NA,0.004522131,0.000364426,0.000162608,1.31041247396896e-05,7.21889277333461e-05,5.81750554730776e-06,0.25988014,0.02094302
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100300_01,-8367.080789,0.246148251,4.56635859143272e-139,0.994832462,1331.155856,0.018442573,2.03994540622292e-58,0.885964785,7/29/2024,100300,1,10H 3M 0S,30.23,766,160,63.574,27.8,25-90,NA,NA,NA,NA,NA,NA,NA,25-90,NA,0.001724232,0.000129188,6.20004473724521e-05,4.64536227170005e-06,2.71216535061503e-05,2.03208858967502e-06,0.097637953,0.007315519
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100600_02,-13274.75673,0.378583,1.29910485353878e-144,0.99582309,1836.455736,0.003884694,4.79611221380025e-25,0.590933345,7/29/2024,100600,2,10H 6M 0S,30.23,766,160,62.698,27.8,25-90,NA,NA,NA,NA,NA,NA,NA,25-90,NA,0.002651918,2.72117127688486e-05,9.53584485007369e-05,9.78486615204911e-07,4.22966920794922e-05,4.34012452850946e-07,0.152268091,0.001562445
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101000_03,-16831.55273,0.473563738,9.84943267647769e-140,0.99496289,1799.745321,0.004896256,5.20286095617201e-27,0.620491121,7/29/2024,101000,3,10H 10M 0S,30.23,766,160,62.929,27.8,25-90,NA,NA,NA,NA,NA,NA,NA,25-90,NA,0.003317245,3.42975586103722e-05,0.000119282,1.23328150342942e-06,5.27140904829252e-05,5.45019921028019e-07,0.189770726,0.001962072
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101500_19,-29664.0695,0.817565838,1.9802683572253e-160,0.998052887,-268953.519,7.327036747,7.5708141536213e-63,0.909400128,7/29/2024,101500,19,10H 15M 0S,30.23,766,160,62.472,27.8,35-90,NA,NA,NA,NA,NA,NA,NA,35-90,NA,0.005726929,0.051324819,0.000205931,0.001845553,9.16719330259957e-05,0.000821565,0.330018959,2.957634595
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101800_25,-100253.6545,2.71910536,4.54110449906949e-93,0.96981303,4356.557664,-0.06019721,6.62852883402251e-44,0.801141068,7/29/2024,101800,25,10H 18M 0S,30.23,766,160,62.259,27.8,35-50,NA,NA,NA,NA,NA,NA,NA,35-50,NA,0.019046935,-0.000421673,0.000684895,-1.52E-05,0.000305931,-6.77E-06,1.101350263,-0.024382383
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102200_26,-42277.52352,1.148997997,2.32491309337901e-108,0.983211092,227.419114,0.047303954,6.24288382853084e-75,0.939464496,7/29/2024,102200,26,10H 22M 0S,30.23,766,160,62.125,27.8,35-50,NA,NA,NA,NA,NA,NA,NA,35-50,NA,0.008048563,0.000331357,0.000289413,1.19150403111521e-05,0.000129554,5.33371428571429e-06,0.466395602,0.019201371
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102500_21,-41171.1291,1.112439877,2.82795334435085e-152,0.996887166,-116.1137175,0.056075487,1.77109740591741e-136,0.994292758,7/29/2024,102500,21,10H 25M 0S,30.23,766,160,62.606,27.8,35-90,NA,NA,NA,NA,NA,NA,NA,35-90,NA,0.007792478,0.000392801,0.000280204,1.41244362703966e-05,0.000124469,6.27417499920135e-06,0.448086778,0.02258703
